,star_rating,review_title,review_content,date_of_rating,date_of_experience,reviewer_name,num_reviews,country,review_link,profile_link
652799109cd9436489e23b95,5,So far i like it,,2023-10-12T08:58:24.000Z,"October 12, 2023",Froetty,1,ID,https://www.trustpilot.com/reviews/652799109cd9436489e23b95,https://www.trustpilot.com/users/652798e54844a50012d3995c
6527947c0effa635a38d722f,5,HONEST REVIEW,New to my eyes but i loved it already. Hoping to get more experience for this website. Keep it up!,2023-10-12T08:38:52.000Z,"October 12, 2023",Dauntless Gamer ,5,PH,https://www.trustpilot.com/reviews/6527947c0effa635a38d722f,https://www.trustpilot.com/users/60b9efac2930150019258122
65279331fa8554be489c7fa1,5,Very so Nice,,2023-10-12T08:33:21.000Z,"October 12, 2023",Nurmina Wati,3,ID,https://www.trustpilot.com/reviews/65279331fa8554be489c7fa1,https://www.trustpilot.com/users/629eb5baa0d9250013718b08
652792413718e34ac1c6c5a7,5,Good,Good. I like this very much easy to and follow instructions,2023-10-12T08:29:22.000Z,"October 12, 2023",Zera,18,PH,https://www.trustpilot.com/reviews/652792413718e34ac1c6c5a7,https://www.trustpilot.com/users/5f031fb4acfe421811f5c33d
65279135385d69f6134e4ca8,5,this will be famous,,2023-10-12T08:24:53.000Z,"October 12, 2023",im arasxoel,1,ID,https://www.trustpilot.com/reviews/65279135385d69f6134e4ca8,https://www.trustpilot.com/users/63327a1295cad70013151b54
65278bd1388182485ae8fd47,5,What an amazing music platform,What an amazing music platform. It offers variety of promotions that helps a lot inspired musicians. Recommended their service!,2023-10-12T08:01:53.000Z,"October 02, 2023",마리엘Leii,8,PH,https://www.trustpilot.com/reviews/65278bd1388182485ae8fd47,https://www.trustpilot.com/users/5e91d187c78e4f213f29f16d
652788a19c3b9eee0df80fd6,5,It's so great and useful,It's so great and useful.  Investing in the future of Music,2023-10-12T07:48:17.000Z,"October 12, 2023",Diki Pratama,4,ID,https://www.trustpilot.com/reviews/652788a19c3b9eee0df80fd6,https://www.trustpilot.com/users/63aac50df70a9a00126217ab
65277e723298a693c4d2ef0b,5,so great and so helpful,,2023-10-12T07:04:50.000Z,"October 12, 2023",icf jababeka,5,ID,https://www.trustpilot.com/reviews/65277e723298a693c4d2ef0b,https://www.trustpilot.com/users/64be44f365646500128da848
65277d8a25d953e4130691de,5,great experience,love this platform. this is one of my favorite music platform so far. 👍,2023-10-12T07:00:58.000Z,"October 11, 2023",aeris arsdale,2,PH,https://www.trustpilot.com/reviews/65277d8a25d953e4130691de,https://www.trustpilot.com/users/64e349b7fc34df0013a0be83
65277b915235509c7b4de39a,5,great app 👍👍,,2023-10-12T06:52:33.000Z,"October 12, 2023",Ariana Large,4,ID,https://www.trustpilot.com/reviews/65277b915235509c7b4de39a,https://www.trustpilot.com/users/644b15a972c55b001316b218
652778ed6e8af0b91a1d7e23,5,great project,"great project, keep success",2023-10-12T06:41:17.000Z,"October 12, 2023",JIJOO,4,ID,https://www.trustpilot.com/reviews/652778ed6e8af0b91a1d7e23,https://www.trustpilot.com/users/629f04a4d8e8f100115ca4f2
652773bb6ffe61dc99ff0c40,5,Thats good i like that!!,,2023-10-12T06:19:07.000Z,"September 12, 2023",Nixoelle,5,ID,https://www.trustpilot.com/reviews/652773bb6ffe61dc99ff0c40,https://www.trustpilot.com/users/64267b5149c8e70012304aee
65276ec76a91bbe9b0106d12,5,This is very nice and amazing,,2023-10-12T05:57:59.000Z,"October 12, 2023",bugi gara,2,ID,https://www.trustpilot.com/reviews/65276ec76a91bbe9b0106d12,https://www.trustpilot.com/users/65269bc54be0cf0011aa2fc9
65276cbd98f2a7c6a758d13a,5,This is awesome,This is awesome. They are doing great in what they are doing!,2023-10-12T05:49:17.000Z,"October 12, 2023",Kairose,2,PH,https://www.trustpilot.com/reviews/65276cbd98f2a7c6a758d13a,https://www.trustpilot.com/users/65276c8fe41bcc0012cd42eb
65276572ff711d78e137b295,5,This is great music platform🔥,,2023-10-12T05:18:10.000Z,"October 12, 2023",Nada Alesha,3,ID,https://www.trustpilot.com/reviews/65276572ff711d78e137b295,https://www.trustpilot.com/users/65209ec3486dbd001270052a
6527605e435ab1e543ec95a9,5,nice app,"the app is great, nice and awesome!! keep it up!!",2023-10-12T04:56:30.000Z,"October 12, 2023",loey,1,ID,https://www.trustpilot.com/reviews/6527605e435ab1e543ec95a9,https://www.trustpilot.com/users/652760434be0cf0011aa9971
65275ed6bb891de32f638505,5,Amazing😍 you are deserve 5 ⭐⭐⭐⭐⭐,,2023-10-12T04:49:58.000Z,"October 12, 2023",Ox Winner,1,IN,https://www.trustpilot.com/reviews/65275ed6bb891de32f638505,https://www.trustpilot.com/users/65275eafa402e50011c7e735
65275af17fbc1f6d8dca05f2,5,very good and easy to use specially for…,very good and easy to use specially for beginners like me <3,2023-10-12T04:33:22.000Z,"October 12, 2023",nayeonnaise,2,PH,https://www.trustpilot.com/reviews/65275af17fbc1f6d8dca05f2,https://www.trustpilot.com/users/65212625258e7900122b7052
652751a42c7befdd67125950,5,Best music,"Good project, I love it!",2023-10-12T03:53:40.000Z,"October 12, 2023",Marischa,2,ID,https://www.trustpilot.com/reviews/652751a42c7befdd67125950,https://www.trustpilot.com/users/64ef39e1e205c20012a82c02
6527504160bdc99184b8c8c0,5,Nice amazing and i love it !!,,2023-10-12T03:47:45.000Z,"October 12, 2023",Berliana Lucky,8,ID,https://www.trustpilot.com/reviews/6527504160bdc99184b8c8c0,https://www.trustpilot.com/users/60b180782a6599001abd6c57
65274d968c59015518469099,5,music promotion,"music promotion suits very well to those who are into music, who is very passionate to it! tho everyone can relate but not everyone can understand how each musicians feel",2023-10-12T03:36:22.000Z,"October 05, 2023",Beatrice,5,PH,https://www.trustpilot.com/reviews/65274d968c59015518469099,https://www.trustpilot.com/users/63382c17a7575b0012e44fd1
65274b1e70a1cb0c7e83d77b,5,try this guys i love this,,2023-10-12T03:25:50.000Z,"October 12, 2023",juvylyn calica,1,PH,https://www.trustpilot.com/reviews/65274b1e70a1cb0c7e83d77b,https://www.trustpilot.com/users/65274b0f4be0cf0011aa92e6
65274ae9e9649c23ed18464c,5,This music promotion is so great,,2023-10-12T03:24:57.000Z,"October 12, 2023",Nanda Sil,1,ID,https://www.trustpilot.com/reviews/65274ae9e9649c23ed18464c,https://www.trustpilot.com/users/64be54c3e08d300012fe8c1d
65274189396d4e1aab269b88,5,This really good and amazing,,2023-10-12T02:44:57.000Z,"October 12, 2023",Hey Kamu,2,ID,https://www.trustpilot.com/reviews/65274189396d4e1aab269b88,https://www.trustpilot.com/users/65274180e41bcc0012cd3511
65273d8e26160b76e7706808,5,Great and amazing,,2023-10-12T02:27:58.000Z,"October 12, 2023",bigwinsam,2,ID,https://www.trustpilot.com/reviews/65273d8e26160b76e7706808,https://www.trustpilot.com/users/651bd8ea30a615001203b741
652736e8242907f7d8567edc,5,That's was very useful thanksss,,2023-10-12T01:59:36.000Z,"October 12, 2023",Kathlyn Jane Fajardo Padilla,1,PH,https://www.trustpilot.com/reviews/652736e8242907f7d8567edc,https://www.trustpilot.com/users/65208c17d6d13a00115f09c8
65272e98b74dd770a669f5e0,5,this platform very recommended for…,this platform very recommended for everyone who want to promote their music.,2023-10-12T01:24:08.000Z,"October 12, 2023",Rhecila Angelista,3,ID,https://www.trustpilot.com/reviews/65272e98b74dd770a669f5e0,https://www.trustpilot.com/users/6426741f49c8e700123047c2
65272e13ce4e7e71bcb760d7,5,This is very recommended 👍🏻,,2023-10-12T01:21:55.000Z,"January 17, 2023",Do Your,2,ID,https://www.trustpilot.com/reviews/65272e13ce4e7e71bcb760d7,https://www.trustpilot.com/users/64be5e13c7ef880011e8b76b
65272c1a535d5f2f0d6015c3,5,Great app!!,,2023-10-12T01:13:30.000Z,"October 12, 2023",Panda,1,ID,https://www.trustpilot.com/reviews/65272c1a535d5f2f0d6015c3,https://www.trustpilot.com/users/64ba627b22461500111c0a8a
65272b8f85fda5d27ea77a0b,5,Awesome I very interesting,,2023-10-12T01:11:11.000Z,"October 10, 2023",Happy Wilantika,1,ID,https://www.trustpilot.com/reviews/65272b8f85fda5d27ea77a0b,https://www.trustpilot.com/users/65272b78a402e50011c7d2e1
65271a9f8b9275996aa68a6a,5,"Yeah, interesting",this company doing well,2023-10-11T23:58:55.000Z,"October 12, 2023",Meila Kurniawati,1,ID,https://www.trustpilot.com/reviews/65271a9f8b9275996aa68a6a,https://www.trustpilot.com/users/652088fd486dbd00126ffa6a
652718e903450e7e9b9241fb,5,This is so good,,2023-10-11T23:51:37.000Z,"October 12, 2023",Pikri Boyer,2,ID,https://www.trustpilot.com/reviews/652718e903450e7e9b9241fb,https://www.trustpilot.com/users/64eca4a8c235c30012cab295
652713772b08344dd3f85d0c,5,It is great experience...this company…,"It is great experience...this company is doing well..they helped other artist to promote their music,to play and hear..",2023-10-11T23:28:23.000Z,"October 12, 2023",Kyrine Maglalang,1,PH,https://www.trustpilot.com/reviews/652713772b08344dd3f85d0c,https://www.trustpilot.com/users/652713525fe1f6001192cbae
6527122c3bcf55ce227a902d,5,wow that's good!!,,2023-10-11T23:22:52.000Z,"October 12, 2023",aisaa,2,ID,https://www.trustpilot.com/reviews/6527122c3bcf55ce227a902d,https://www.trustpilot.com/users/6482d64f40823900119b8243
65270f537916a8c44b545e01,5,interesting,its so helpfull,2023-10-11T23:10:43.000Z,"October 12, 2023",Ayu Cahya,2,ID,https://www.trustpilot.com/reviews/65270f537916a8c44b545e01,https://www.trustpilot.com/users/644809f8c4e6650012f2054b
65270cf9bfe46a3c9a7dca8a,5,Really interesting,Really interesting. Hope successful,2023-10-11T23:00:41.000Z,"October 12, 2023",Hai Chntya,1,ID,https://www.trustpilot.com/reviews/65270cf9bfe46a3c9a7dca8a,https://www.trustpilot.com/users/65268292b58e3a00114e5c6f
6526ecc632dd775e62565364,5,this is good,,2023-10-11T20:43:18.000Z,"October 12, 2023",Risya Nurfilawati Salam,1,ID,https://www.trustpilot.com/reviews/6526ecc632dd775e62565364,https://www.trustpilot.com/users/65217badafcc9e0012e1a63c
6526e15c46fdf46f59566de7,5,Excellent,Excellent music platform!,2023-10-11T19:54:36.000Z,"October 12, 2023",Audah,2,ID,https://www.trustpilot.com/reviews/6526e15c46fdf46f59566de7,https://www.trustpilot.com/users/6520d2d0258e7900122b4b88
6526e022c457321d19c5ebe5,5,Great Experience. .,Great Experience... Looking forward to the next,2023-10-11T19:49:22.000Z,"October 02, 2023",Jarvis Drey,1,KE,https://www.trustpilot.com/reviews/6526e022c457321d19c5ebe5,https://www.trustpilot.com/users/6526dffd9b8e460012e41d9a
6526dddfa4aa0b548c2f9f19,5,nice bro 123456789,,2023-10-11T19:39:43.000Z,"October 12, 2023",Aleax,1,ID,https://www.trustpilot.com/reviews/6526dddfa4aa0b548c2f9f19,https://www.trustpilot.com/users/6526ddae4be0cf0011aa5d9e
6526db2f91b5e91ff79acee8,5,Such a nice music website,Such a nice music website! This is helpful for those aspiring musicians!,2023-10-11T19:28:15.000Z,"October 12, 2023",Primiily At,6,PH,https://www.trustpilot.com/reviews/6526db2f91b5e91ff79acee8,https://www.trustpilot.com/users/5fff637b044ec1001a2591e8
6526dabc9e2473faffff9d6a,5,I highly recommend this,"I highly recommend this, great job guys",2023-10-11T19:26:20.000Z,"October 12, 2023",Matt Cain,1,ID,https://www.trustpilot.com/reviews/6526dabc9e2473faffff9d6a,https://www.trustpilot.com/users/6526939a9b8e460012e3e6c7
6526d2bfdf7cb3b4dbd4305d,5,Leaving 5 star,,2023-10-11T18:52:15.000Z,"October 12, 2023",Kurt Arugay,3,PH,https://www.trustpilot.com/reviews/6526d2bfdf7cb3b4dbd4305d,https://www.trustpilot.com/users/64f88734e67d7c001241d7d8
6526cd41b0d7beb20523c000,5,amazing!,a good and interesting promotional place!,2023-10-11T18:28:49.000Z,"October 10, 2023",cia,8,ID,https://www.trustpilot.com/reviews/6526cd41b0d7beb20523c000,https://www.trustpilot.com/users/637950ec0394890013252d03
6526cad1148a05afc561d584,5,had so much fun listening to this🙌🏻,,2023-10-11T18:18:25.000Z,"October 11, 2023",Claudia Takata,5,ID,https://www.trustpilot.com/reviews/6526cad1148a05afc561d584,https://www.trustpilot.com/users/63d729f0a522aa00128629e1
6526c75577be8e22a983f39e,5,It's a nice app that can help anyone…,It's a nice app that can help anyone and it's easy to use it,2023-10-11T18:03:33.000Z,"October 11, 2023",Yuki Kiyowo,1,ID,https://www.trustpilot.com/reviews/6526c75577be8e22a983f39e,https://www.trustpilot.com/users/6526c738dd31cd0012992e72
6526c573a33c09264d102bc6,5,love music,this project very interesting,2023-10-11T17:55:31.000Z,"October 11, 2023",exbby cute,10,ID,https://www.trustpilot.com/reviews/6526c573a33c09264d102bc6,https://www.trustpilot.com/users/6450b3db2736830012857c19
6526c545fb3fb5257b342dd1,5,Lovely music,This app is great in music I really love it.,2023-10-11T17:54:45.000Z,"October 11, 2023",Bengbeng,2,PH,https://www.trustpilot.com/reviews/6526c545fb3fb5257b342dd1,https://www.trustpilot.com/users/6520d347afcc9e0012e14df8
6526c2c1f188d4bdc90b471e,5,I have a good and fun experience in…,I have a good and fun experience in this app ! Keep doing a great job,2023-10-11T17:44:01.000Z,"October 10, 2023",prorongg cutie,10,ID,https://www.trustpilot.com/reviews/6526c2c1f188d4bdc90b471e,https://www.trustpilot.com/users/629e56acef97690011527559
6526c082d435c108759a72bf,5,It promotes good and on a perfect time…,It promotes good and on a perfect time and it really recommends new music which is great for new artist,2023-10-11T17:34:26.000Z,"October 11, 2023",elyyy,3,PH,https://www.trustpilot.com/reviews/6526c082d435c108759a72bf,https://www.trustpilot.com/users/63f05487c6f5570013600350
6526c0471c805ccff312c21a,5,This site is the best if you want to…,This site is the best if you want to promote your music! You won't regret using this site! So use it now!!!,2023-10-11T17:33:27.000Z,"October 11, 2023",Wootteo RJ,1,PH,https://www.trustpilot.com/reviews/6526c0471c805ccff312c21a,https://www.trustpilot.com/users/65269bd45fe1f6001192811a
6526bdb80a92e2e4675fe8cf,5,Wonderful ⭐️,,2023-10-11T17:22:32.000Z,"October 11, 2023",Hairiah Riah,1,ID,https://www.trustpilot.com/reviews/6526bdb80a92e2e4675fe8cf,https://www.trustpilot.com/users/65269a90e41bcc0012ccd075
6526bd4509afbb08035e0d9e,5,this is very easy to used,this is very easy to used! wish can be success.,2023-10-11T17:20:37.000Z,"October 11, 2023",rei y,1,ID,https://www.trustpilot.com/reviews/6526bd4509afbb08035e0d9e,https://www.trustpilot.com/users/6526bd34b038ee0012132440
6526bbda24d1fb14d71e1376,5,its great,"its great, good to used!",2023-10-11T17:14:34.000Z,"October 11, 2023",Janelle Ann Dosal,1,PH,https://www.trustpilot.com/reviews/6526bbda24d1fb14d71e1376,https://www.trustpilot.com/users/651beac230a615001203c595
6526b8f9126220f4792a2640,5,"This is great ,you must try and get…","This is great ,you must try and get satisfied like me",2023-10-11T17:02:17.000Z,"October 11, 2023",Ratna Ayu J,7,ID,https://www.trustpilot.com/reviews/6526b8f9126220f4792a2640,https://www.trustpilot.com/users/63f0a25a168cf6001229008c
6526b88d9e53133889c50d56,5,This deserves a five star review!,,2023-10-11T17:00:29.000Z,"October 11, 2023",Sam Fiji,1,PH,https://www.trustpilot.com/reviews/6526b88d9e53133889c50d56,https://www.trustpilot.com/users/6526b7ca9b8e460012e40255
6526b769f2c3677896c8b811,5,this is nice and so good,,2023-10-11T16:55:37.000Z,"October 11, 2023",najaemin,2,ID,https://www.trustpilot.com/reviews/6526b769f2c3677896c8b811,https://www.trustpilot.com/users/6526b7439b8e460012e401eb
6526b628e3ddafae6882925f,5,Nice app easy to use,,2023-10-11T16:50:16.000Z,"October 11, 2023",Hokyhunter,3,ID,https://www.trustpilot.com/reviews/6526b628e3ddafae6882925f,https://www.trustpilot.com/users/629e20ff1f28f40011b249ef
6526b257abf00224e45454c3,5,nice love this,,2023-10-11T16:33:59.000Z,"October 11, 2023",enhypen lalove,2,PH,https://www.trustpilot.com/reviews/6526b257abf00224e45454c3,https://www.trustpilot.com/users/651be32b8eb78c0012432139
6526b1734d7ba2c26d64c1f0,5,so amazing,"so amazing, always success",2023-10-11T16:30:11.000Z,"October 11, 2023",zara reya,5,ID,https://www.trustpilot.com/reviews/6526b1734d7ba2c26d64c1f0,https://www.trustpilot.com/users/6452250bcaa57c001553e025
6526b0b8f3cfa2d0b5dcb249,5,i just checked the app and it was…,i just checked the app and it was awesome! ❤️,2023-10-11T16:27:05.000Z,"October 11, 2023",k_m_ju,1,ID,https://www.trustpilot.com/reviews/6526b0b8f3cfa2d0b5dcb249,https://www.trustpilot.com/users/64be4d80ccf5d80011c60147
6526ac85e26c41852d251c6b,5,Worth promotion to increase music…,Worth promotion to increase music engagement! Got the best improvement from all of the hard work,2023-10-11T16:09:09.000Z,"October 10, 2023",Abigail Cvi,1,ID,https://www.trustpilot.com/reviews/6526ac85e26c41852d251c6b,https://www.trustpilot.com/users/6526ac58b58e3a00114e7e32
6526a88addfcc791b9d57314,5,wowwww soo good,,2023-10-11T15:52:10.000Z,"October 11, 2023",Kakang Ganteng,1,ID,https://www.trustpilot.com/reviews/6526a88addfcc791b9d57314,https://www.trustpilot.com/users/651bd5bfa0a08d00133d490e
6526a874ef97464e4bec4e7f,5,music promotion is the best company…,music promotion is the best company ever!,2023-10-11T15:51:48.000Z,"October 11, 2023",xotal jefferson,12,ID,https://www.trustpilot.com/reviews/6526a874ef97464e4bec4e7f,https://www.trustpilot.com/users/63f042fd19bcd900139ad1d8
6526a852fdb89884e395f5bb,5,love this,love this. very helpful!,2023-10-11T15:51:15.000Z,"October 11, 2023",thv kookie,1,PH,https://www.trustpilot.com/reviews/6526a852fdb89884e395f5bb,https://www.trustpilot.com/users/65267cdb197a1b001264096b
6526a772a8d2129ce02cfd88,5,Wow this is amazing and very good,,2023-10-11T15:47:30.000Z,"October 11, 2023",Fakhirah and Adeeva channel,1,ID,https://www.trustpilot.com/reviews/6526a772a8d2129ce02cfd88,https://www.trustpilot.com/users/6526a71fb038ee001213132c
6526a76d9a7b16c654268123,5,yeah the company doing well,"yeah the company doing well, I love it!",2023-10-11T15:47:26.000Z,"October 11, 2023",fin,1,ID,https://www.trustpilot.com/reviews/6526a76d9a7b16c654268123,https://www.trustpilot.com/users/6526a7385fe1f600119289a5
6526a76cc9649e38d8417d9a,5,very fun and easy,,2023-10-11T15:47:24.000Z,"October 11, 2023",awien wien,13,ID,https://www.trustpilot.com/reviews/6526a76cc9649e38d8417d9a,https://www.trustpilot.com/users/6128893424140e00125f24ea
6526a6ef565e7dda3b22d761,5,good and so nice,,2023-10-11T15:45:19.000Z,"October 11, 2023",cebeyz,1,ID,https://www.trustpilot.com/reviews/6526a6ef565e7dda3b22d761,https://www.trustpilot.com/users/6526a6b6a402e50011c781ea
646d15c4c9bf2e9a7d93a20f,1,Scam,"Scam! I pay 100$ for playlists, it got 35K plays on Spotify, but Spotify don't pay for it!They sad that it was fake!",2023-05-23T21:36:36.000Z,"August 01, 2022",Damon White,3,GE,https://www.trustpilot.com/reviews/646d15c4c9bf2e9a7d93a20f,https://www.trustpilot.com/users/646d15b99d522900134ffeaa
63f206a59b64b1bdaf5c07a4,5,Looking forward ⏩,,2023-02-19T13:23:17.000Z,"February 18, 2023",Lala,1,PH,https://www.trustpilot.com/reviews/63f206a59b64b1bdaf5c07a4,https://www.trustpilot.com/users/63f206778f66370012affb53
63f206816f3134764b6dd9c2,5,Great company!,,2023-02-19T13:22:41.000Z,"February 18, 2023",Ady Moggo,6,PH,https://www.trustpilot.com/reviews/63f206816f3134764b6dd9c2,https://www.trustpilot.com/users/600172a614b4b000193c7796
63f2063f6f3134764b6dd98c,5,fun experience,had a fun experience with this! thank you so much for making my music lover self happy!,2023-02-19T13:21:35.000Z,"February 15, 2023",Hanbin Tempest,1,PH,https://www.trustpilot.com/reviews/63f2063f6f3134764b6dd98c,https://www.trustpilot.com/users/63f20629c6f557001360d31b
63f205bd9b64b1bdaf5c06e8,5,truly amazing!,,2023-02-19T13:19:25.000Z,"February 18, 2023",Labli Hashuasun,1,PH,https://www.trustpilot.com/reviews/63f205bd9b64b1bdaf5c06e8,https://www.trustpilot.com/users/63f0a4db168cf60012290237
63f202539b64b1bdaf5c0437,5,Good one to use it,,2023-02-19T13:04:51.000Z,"February 17, 2023",Potopeye Takil,1,ID,https://www.trustpilot.com/reviews/63f202539b64b1bdaf5c0437,https://www.trustpilot.com/users/63f09f31264a800012fc5647
63f201da6f3134764b6dd61e,5,This is amazing!,,2023-02-19T13:02:50.000Z,"February 18, 2023",liz,2,ID,https://www.trustpilot.com/reviews/63f201da6f3134764b6dd61e,https://www.trustpilot.com/users/629f0c97ef9769001152da16
63f200776f3134764b6dd527,5,Very great experience,,2023-02-19T12:56:55.000Z,"February 08, 2023",Dew,1,PH,https://www.trustpilot.com/reviews/63f200776f3134764b6dd527,https://www.trustpilot.com/users/63f20063c6f557001360cfb2
63f200299b64b1bdaf5c02aa,5,So interesting!,,2023-02-19T12:55:37.000Z,"February 18, 2023",Jenni,1,ID,https://www.trustpilot.com/reviews/63f200299b64b1bdaf5c02aa,https://www.trustpilot.com/users/63f1ffff168cf6001229af12
63f1fb456f3134764b6dd147,5,this is totally cool,,2023-02-19T12:34:45.000Z,"February 18, 2023",youngwoongee,2,ID,https://www.trustpilot.com/reviews/63f1fb456f3134764b6dd147,https://www.trustpilot.com/users/63391f13a7575b0012e4bc8a
63f1f8ce6f3134764b6dcf60,5,I really love the experience!,,2023-02-19T12:24:14.000Z,"February 18, 2023",Kiara,1,PH,https://www.trustpilot.com/reviews/63f1f8ce6f3134764b6dcf60,https://www.trustpilot.com/users/63f1f8b4168cf6001229aa9b
63f1f73f6f3134764b6dce24,5,really love the experience,,2023-02-19T12:17:35.000Z,"February 18, 2023",josefa hanabella,2,PH,https://www.trustpilot.com/reviews/63f1f73f6f3134764b6dce24,https://www.trustpilot.com/users/63f09fa4264a800012fc5680
63f1f6c09b64b1bdaf5bfb79,5,This is so cool,,2023-02-19T12:15:28.000Z,"February 18, 2023",Haechan Kap,1,ID,https://www.trustpilot.com/reviews/63f1f6c09b64b1bdaf5bfb79,https://www.trustpilot.com/users/63f1f6a0264a800012fd0312
63f1f6376f3134764b6dcd4c,5,Best experience using this,"Best experience using this, i love it!",2023-02-19T12:13:11.000Z,"February 18, 2023",Michiels Robert,1,ID,https://www.trustpilot.com/reviews/63f1f6376f3134764b6dcd4c,https://www.trustpilot.com/users/63f1f625264a800012fd02d8
63f1f55c6f3134764b6dcc96,5,Really nice and awesome,,2023-02-19T12:09:32.000Z,"February 18, 2023",Yeppi Polaris,1,PH,https://www.trustpilot.com/reviews/63f1f55c6f3134764b6dcc96,https://www.trustpilot.com/users/63f1f5522c3e940012e8a71c
63f1f54b9b64b1bdaf5bfa3b,5,Woww that's great,,2023-02-19T12:09:15.000Z,"February 18, 2023",ca ca,2,ID,https://www.trustpilot.com/reviews/63f1f54b9b64b1bdaf5bfa3b,https://www.trustpilot.com/users/63f1f540168cf6001229a86c
63f1f3e46f3134764b6dcb6f,5,Niceee,"Niceee, nice music promoting app",2023-02-19T12:03:16.000Z,"February 18, 2023",CARLOS MIGUEL MENDOZA,1,PH,https://www.trustpilot.com/reviews/63f1f3e46f3134764b6dcb6f,https://www.trustpilot.com/users/63f1f3898f66370012aff000
63f1f3086f3134764b6dcac1,5,The best app that ive been ever use,"The best app that ive been ever use, really usefull",2023-02-19T11:59:36.000Z,"February 18, 2023",Mia Moey,3,ID,https://www.trustpilot.com/reviews/63f1f3086f3134764b6dcac1,https://www.trustpilot.com/users/6337ac1ea7575b0012e41b4c
63f1f2d96f3134764b6dca9e,5,awesome!,awesome!! really help me a lot,2023-02-19T11:58:49.000Z,"February 18, 2023",kyuu,1,ID,https://www.trustpilot.com/reviews/63f1f2d96f3134764b6dca9e,https://www.trustpilot.com/users/63d733a9a522aa0012862c0e
63f1f2a76f3134764b6dca78,5,This is so very amazing❤,,2023-02-19T11:57:59.000Z,"February 18, 2023",Just Person,3,ID,https://www.trustpilot.com/reviews/63f1f2a76f3134764b6dca78,https://www.trustpilot.com/users/629e7979846778001351a4bb
63f1f2999b64b1bdaf5bf81f,5,my honest review,super great n helpful as well!,2023-02-19T11:57:45.000Z,"February 18, 2023",shie,1,PH,https://www.trustpilot.com/reviews/63f1f2999b64b1bdaf5bf81f,https://www.trustpilot.com/users/63f1f26a2c3e940012e8a5a4
63f1f2289b64b1bdaf5bf7ca,5,Great,They always serve the best and it's been a great experience!,2023-02-19T11:55:52.000Z,"February 18, 2023",Christine Obrado,1,PH,https://www.trustpilot.com/reviews/63f1f2289b64b1bdaf5bf7ca,https://www.trustpilot.com/users/63f1f1c1c6f557001360c756
63f1f21a9b64b1bdaf5bf7be,5,Must try,This is really good 😍😍,2023-02-19T11:55:38.000Z,"February 18, 2023",Nana Peachy,2,ID,https://www.trustpilot.com/reviews/63f1f21a9b64b1bdaf5bf7be,https://www.trustpilot.com/users/629ebe8b0f4bdd0012fc20bd
63f1f1bb6f3134764b6dc9cf,5,Amazing projects,,2023-02-19T11:54:03.000Z,"February 18, 2023",Fritasa,3,ID,https://www.trustpilot.com/reviews/63f1f1bb6f3134764b6dc9cf,https://www.trustpilot.com/users/63f1f199168cf6001229a678
63f1f1699b64b1bdaf5bf73e,5,this is amazing!,,2023-02-19T11:52:41.000Z,"February 18, 2023",skjn km,1,PH,https://www.trustpilot.com/reviews/63f1f1699b64b1bdaf5bf73e,https://www.trustpilot.com/users/602b2dfc5b994c00199f2ae6
63f1f15f6f3134764b6dc988,5,My experience is very good 👏👏,,2023-02-19T11:52:31.000Z,"February 17, 2023",Shan,1,PH,https://www.trustpilot.com/reviews/63f1f15f6f3134764b6dc988,https://www.trustpilot.com/users/63f1f11e2c3e940012e8a4fe
63f1f12c6f3134764b6dc95a,5,this is nice!,,2023-02-19T11:51:40.000Z,"February 17, 2023",miri,2,PH,https://www.trustpilot.com/reviews/63f1f12c6f3134764b6dc95a,https://www.trustpilot.com/users/63f1f113168cf6001229a622
63f1f0f26f3134764b6dc92e,5,Informative,Nice experience with this!,2023-02-19T11:50:42.000Z,"February 18, 2023",tequila white,1,PH,https://www.trustpilot.com/reviews/63f1f0f26f3134764b6dc92e,https://www.trustpilot.com/users/63f1f0e78f66370012afeead
63f1f06a9b64b1bdaf5bf66e,5,Amazing.,"Nice. This is great, absolutely! Keep up the good work!",2023-02-19T11:48:26.000Z,"February 18, 2023",Pieck Sia,1,PH,https://www.trustpilot.com/reviews/63f1f06a9b64b1bdaf5bf66e,https://www.trustpilot.com/users/63f07611264a800012fc4586
63f1ec7f6f3134764b6dc5c1,5,This is amazing,,2023-02-19T11:31:43.000Z,"February 18, 2023",Zalki Goiba,1,ID,https://www.trustpilot.com/reviews/63f1ec7f6f3134764b6dc5c1,https://www.trustpilot.com/users/63f1ec68168cf6001229a3cd
63f1dfda6f3134764b6dbcb8,5,Good and never disappointed,,2023-02-19T10:37:46.000Z,"January 31, 2023",Haruto Watanabe,2,ID,https://www.trustpilot.com/reviews/63f1dfda6f3134764b6dbcb8,https://www.trustpilot.com/users/63d71d03a522aa0012862659
63f1dfd16f3134764b6dbcb1,5,a great experience,a great experience! 😃👍💗,2023-02-19T10:37:37.000Z,"February 18, 2023",Anne Riego,2,PH,https://www.trustpilot.com/reviews/63f1dfd16f3134764b6dbcb1,https://www.trustpilot.com/users/63f1dfbc2c3e940012e89d9d
63f1d9739b64b1bdaf5be621,5,This is simply amazing,"This is simply amazing, this is the best and proven that I have tasted. You guys are amazing",2023-02-19T10:10:27.000Z,"February 18, 2023",Cho Yue,2,ID,https://www.trustpilot.com/reviews/63f1d9739b64b1bdaf5be621,https://www.trustpilot.com/users/63ac0101f70a9a001262d984
