place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,c2077b7f297b0277f9a139da089ba693,5,"Great, intimate space to hear excellent music of multiple genres at a reasonable price. Good food and beverages as well!",4 years ago,2020-03-29 13:03:53.282734,,,,0,16,1,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a9408616d69754472ece63dc34b720e3,5,,4 years ago,2020-03-29 13:03:53.285755,,,,0,,,,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,709c4c4482feb348e06919d9e324f224,5,,4 years ago,2020-03-29 13:03:53.288319,,,,0,5,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,3cf1ac07d9bc09f8e7fb2dd865e56745,5,,4 years ago,2020-03-29 13:03:53.291132,,,,0,3,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,0955b587fdad847384691c66abed8f24,4,"The venue was smaller and less seats than I imagined. The food, proximity to the artist and the staff were fantastic. We had a few small plates of fruit and nuts which were very fair plus the drinks were excellent. I would recommend paying the higher price for earlier entrance.",4 years ago,2020-03-29 13:03:53.293832,Thank you for coming to the Sound Room. Hope to see you again soon.,4 years ago,2020-03-29 13:03:53.293832,0,152,245,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,40234bdd334fabe5f0739d9662293566,5,,4 years ago,2020-03-29 13:03:53.297140,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,0b8db39cc3147eb636086a699d89f7e1,5,,4 years ago,2020-03-29 13:03:53.299505,,,,0,10,2,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,f54f2ab96d236b28b055ed0a6e95bccd,5,,4 years ago,2020-03-29 13:03:53.301934,,,,0,4,66,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,6a67d182707a4eca4cafad8e66c60c02,5,"Came for a comedy show and it was great. Comfortable seating, small so you can see the performers. Nice bar service. Really friendly folks.",4 years ago,2020-03-29 13:03:53.304454,Thanks!!! Hope to see you back soon for more comedy and music,4 years ago,2020-03-29 13:03:53.304454,0,14,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,e53ea03b09ba1650203780be12016639,5,"Saw an amazing Flamenco Group for the second time at The Sound Room! They are having a Mothers Day celebration featuring a 5-course meal, and this fantabulous Flamenco group! Run to see them. Oh, did I say the food is delicious. Love, love, love this place!!!",4 years ago,2020-03-29 13:03:53.849747,,,,0,85,6,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,1bf5278dda909f95bb41d169dda9c614,5,"What a gem in the heart of Oakland. Street parking (after 6:30) was pretty easy. Lots of people out, felt safe. The club is cozy and intimate. Most seating at small round tables (where you can eat) very close to the stage. The food/dinners we ordered was in the $16 price range and quite tasty. And last but not least, the Flamenco was superb. Great evening out!",4 years ago,2020-03-29 13:03:53.852578,,,,1,173,1187,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,f1858d0fb85513bb3834dd5001c54331,5,Good Food Good Music Good Atmosphere,4 years ago,2020-03-29 13:03:53.854078,,,,0,153,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,224cf5f4f16dac9d6396e758a8705734,5,"great music by Five Ten, wonderful, warm, atmosphere with tasty food and good drinks.",4 years ago,2020-03-29 13:03:53.855612,,,,0,177,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,d6d5d2d47e52eb3c776a2191a40ebfa0,4,This time food wasnt very good. Special meal,5 years ago,2019-03-29 13:03:53.857238,,,,0,83,38,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,54a0282ac54aaf9f911e8386ea7b6e29,5,"also hosted one of the Jazz Search West competitions, intimate venue and easy to get to",5 years ago,2019-03-29 13:03:53.858873,,,,0,121,452,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,bf6d0289cc508a164e5b3e663bfc8b49,5,Best place for live jazz in the Bay area!!!!!,5 years ago,2019-03-29 13:03:53.860969,,,,0,42,122,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,7db53749ddd95add9a962a85d1a2fd9f,5,The place to go to experiece the very best jazz singers and musicians,5 years ago,2019-03-29 13:03:53.862615,,,,1,7,4,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,6e7b1d8106d7858d96fc0ddc45ccdf53,5,Top notch live music,5 years ago,2019-03-29 13:03:53.864228,,,,0,19,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,d53c69414c236fc5e29626fcde21d2a9,5,"The most pleasing thing about the Sound Room, is not the top tier artists, nor the up and coming musicians or even the delicious, unique and inexpensive eats and drinks, but the community.  There is a welcoming and comfortable vibe.  It starts with the clubs welcoming and fun owners and staff.  The audience is usually packed with amazing Jazz lovers who are friendly, engaged and interesting.",5 years ago,2019-03-29 13:03:53.865758,,,,0,49,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,1f0b8cf325022e538d9a67d60ed174ae,5,,5 years ago,2019-03-29 13:03:54.365984,,,,0,,,,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,12bd2790f92d2c17df95ad5527255b25,5,,5 years ago,2019-03-29 13:03:54.369519,,,,0,40,7,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,ea2678ebe1da4251e479ddc37e8e96e9,5,Great place to listen to live jazz,5 years ago,2019-03-29 13:03:54.371814,,,,0,115,54,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a4f598f94357041aa206eb548bd3876c,5,,5 years ago,2019-03-29 13:03:54.374226,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,c8f7e6c98a96b6c01d5522c42a24f37d,5,,5 years ago,2019-03-29 13:03:54.376247,,,,0,165,264,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,98969aa42e0d97eefd23e92d435f4653,5,,5 years ago,2019-03-29 13:03:54.378385,Thank you!,5 years ago,2019-03-29 13:03:54.378385,0,13,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,0dfe99f9fc5663009c8a7b25e8eea100,5,,5 years ago,2019-03-29 13:03:54.381079,,,,0,409,871,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,c6990c057c5dfc8056373de65cbe4404,5,,5 years ago,2019-03-29 13:03:54.383255,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,f2a3b4b7750b4d2170b533de3ff74b6c,5,A hidden gem!!!,5 years ago,2019-03-29 13:03:54.385268,,,,0,4,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,3f968e8d496b017acb849a6cdbc1b1c3,5,"Wonderful, intimate venue for jazz",5 years ago,2019-03-29 13:03:54.387681,,,,0,11,3,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,caa4f8a1b1b2a7bd2e772cbd8ecf7537,5,All I can say the experience was FABULOUS!!,5 years ago,2019-03-29 13:03:54.921031,,,,0,14,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,45b55daeaab53e7adfcbcb73b6eb99b9,5,The music was very loud.,5 years ago,2019-03-29 13:03:54.924793,,,,1,15,5,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,48c50baaef74cbb7c7d06736aa2689f1,5,Great music!,5 years ago,2019-03-29 13:03:54.928293,,,,0,14,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,4a7fb69d21aa0ea3e39affcd87b1958b,5,"The best! Great vibe, music is always top-notch, terrific bar food as well. A perfect way to spend a Sunday afternoon. They are a non-profit and need the love and support of the public and local community.  Check it out!",5 years ago,2019-03-29 13:03:54.931528,,,,0,250,123,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a72107653dae6b9ee8b33a1d6d07e1b6,5,Absolutely Fabulous! Setting is superb! Food and beverages are served. Jazz and comedy is offered. This is truly a gem in Oakland. Definitely  worth a visit.,5 years ago,2019-03-29 13:03:54.935175,,,,0,9,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,b3504b147e4653935f2c4d3da29c8cfa,5,,5 years ago,2019-03-29 13:03:54.937882,,,,0,66,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,361b95e7f7c70b9e9eb733a6a8fa347b,5,,5 years ago,2019-03-29 13:03:54.940212,,,,0,,,,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,d15e39cb0eda600b8ac793d1ece7c809,5,Intimate space for awesome music. Has wine and cake. What more can one ask for?,5 years ago,2019-03-29 13:03:54.942509,,,,0,61,109,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,4fd7d170d7590a0ce5e2f292ae9f26d0,5,,5 years ago,2019-03-29 13:03:54.945328,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,0d7bc8bdbc2a41393c58394bb00a5e5f,1,,5 years ago,2019-03-29 13:03:54.947303,"Ok, what should we respond to? You didn t give any feedback... We work hard to provide great shows with limited volunteer help. If you have feed back we would like to hear it and make it better. If you would like to donate to make our non-profit better you can go to our site soundroom.org Thanks",5 years ago,2019-03-29 13:03:54.947303,0,6,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,d1d10802521d5c0ce3c8ada1c7bc534e,5,,5 years ago,2019-03-29 13:03:55.607716,,,,0,1,1,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,5738f38c2aff1fbd8310ca987a563992,4,,5 years ago,2019-03-29 13:03:55.610846,,,,0,101,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,9d6bb0cc3f21c41edae5d5140ed2e457,5,Great music. Great food. Great people.,5 years ago,2019-03-29 13:03:55.613770,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,bc16ae7c8dd8ab5643bf0d1fad004c27,5,An absolutely wonderful place to see live music. Excellent food and a wonderful cause!,5 years ago,2019-03-29 13:03:55.616403,,,,0,33,486,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,88962afbe9b1398e3c54a651f78f5b35,4,great performance venue and good food too,5 years ago,2019-03-29 13:03:55.619220,,,,0,15,3,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,2f25aad3b3b4517096b4e21dc19fa949,5,Good food and wine. Wonderful music in an intimate setting!,5 years ago,2019-03-29 13:03:55.621965,,,,0,41,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,66ecf7fd07874d0b31714c84442f7e89,5,,5 years ago,2019-03-29 13:03:55.624684,,,,0,39,3,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,17957c803ee09c95daa3c9c780e9e4fc,4,"Great place to hear jazz from artists slightly below the radar.  Very friendly, casual atmosphere.  Prices are very reasonable.",5 years ago,2019-03-29 13:03:55.626941,,,,0,11,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,8b2a0765950286e5ad63c4d4c3a3d9f1,5,Great music venue with food and beverage and reasonable ticket price,5 years ago,2019-03-29 13:03:55.629303,,,,0,4,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a97d465bffd8caf9479f6ac3a57fcda4,4,Nice relaxing venue to liaten to good music and have a bite to eat.,5 years ago,2019-03-29 13:03:55.631537,,,,0,59,16,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,00116917acfcb099e77c6e69b564c744,5,,6 years ago,2018-03-29 13:03:56.142925,,,,0,17,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a649132d385e0ee673560c76a2a72dc7,5,,6 years ago,2018-03-29 13:03:56.146476,,,,0,2,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,9e4b44252cfdea30ace47e036044e276,5,,6 years ago,2018-03-29 13:03:56.149330,,,,0,3,1,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,0ef19c737bee0cf5bcc8c7fba032b223,5,Amazing,6 years ago,2018-03-29 13:03:56.152322,,,,0,132,189,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,5c4afa1e3890cf750819e36543b31a4e,5,Very laid back REAL nice,6 years ago,2018-03-29 13:03:56.155226,,,,0,4,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,9107ea69ad969ee255e20626bdcdea3f,5,,6 years ago,2018-03-29 13:03:56.157999,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,5a8c4b1d9f894e3220eb4fe851bdf999,5,Intimate environment and great shows. The owners long time love of the arts really comes through.,6 years ago,2018-03-29 13:03:56.160338,,,,0,3,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,b169742ed2618d4b1cf72263cf82cecd,5,,6 years ago,2018-03-29 13:03:56.162598,,,,0,17,42,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,d3181969d579b808a67038f6a55697e6,5,"Very intimate, wonderful artists, owners committed to flavors of Jazz",6 years ago,2018-03-29 13:03:56.164730,,,,1,329,73,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,efcd5c31845140516ebef59415ea141e,5,,6 years ago,2018-03-29 13:03:56.167137,,,,0,3,1,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,172fe2dd1e2bce39e69d3c7d21f8cbd8,4,,6 years ago,2018-03-29 13:03:56.722451,,,,0,44,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,cbb512c1230505c06f0cbd23e11c4639,4,,6 years ago,2018-03-29 13:03:56.723655,,,,0,,,,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,ff36df7a163a41bda831e2b9cdd4209a,5,,6 years ago,2018-03-29 13:03:56.724735,,,,0,10,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a2fe2f6a10cf45a65651d263e4b55fb1,5,,6 years ago,2018-03-29 13:03:56.725854,,,,0,6,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,5d003e88d18a4477769427572a11eb9b,5,Great place,6 years ago,2018-03-29 13:03:56.726856,,,,0,349,1,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,8ae2cf72f672ae041967124ca3369d3d,5,"Kelly Park Big Band is awesome! Fun, intimate, clean, and great jazz music.",6 years ago,2018-03-29 13:03:56.728056,,,,0,4,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,61045705f24d2379e26dc3265912cfa6,5,best small venue for jazz,6 years ago,2018-03-29 13:03:56.729176,,,,0,29,16,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,0cc415485d595cccd6d6502992f3ecf2,5,Intimate. Great music. Run by friendly volunteers.,6 years ago,2018-03-29 13:03:56.730352,,,,0,8,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,9dbe9ae2f8e4766c3f280068ca1d815a,5,"Excellent evening at a very low price. Great music, decent wine, great appetizers. Wonderful way to learn about and explore live music.",6 years ago,2018-03-29 13:03:56.731425,,,,0,17,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,3c4e871e166403cd50d01fd040b598d6,5,Watched a great band and singer. They sell plates of snacks/ dinners/drinks. Small intimate place. They feature many differant venues. Street  parking and paring area 1/2block away.,6 years ago,2018-03-29 13:03:56.732583,,,,0,451,238,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,7959e336aa2e2e9dbc9df988c869e5e5,3,,6 years ago,2018-03-29 13:03:57.221356,,,,0,7,2,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,4f07d9f9dfa1252a1d31e21a1b0d8689,5,"Great intimate, living room feel  up close & personal. They attract top-flight talent & have provided me the opportunity to expand my horizons, with stellar, if less known musicians. The staff are lovely folk, every one, on every visit. This is clearly a labor of love for them. All of the food Ive enjoyed there, Ive, um, quite enjoyed. Theyve lost their lease & will need to move during summer 17. Theyre actively looking for the perfect location, for SR version 2.0.",6 years ago,2018-03-29 13:03:57.225191,,,,0,6,18,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,2a1bb9203f9001400925ff417dd24073,5,"Small and intimate, very good tapas at a reasonable price, excellent music with good viewing and acoustics, friendly staff",7 years ago,2017-03-29 13:03:57.227853,,,,0,201,3925,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,a789f3572d83946f86c2a1b3d95ccc56,5,"Wonderful, wonderful place that I couldnt recommend more. The people who run this are friendly, flexible and helpful. We showed up on a sold out night with kids in tow, and they somehow still found us a place to sit. I love the ability to order small bites, wine & beer from the back during the show, and the sound is top-notch. Im so glad I discovered this place (from a friends recommendation), but wish I knew about it sooner.",7 years ago,2017-03-29 13:03:57.229564,,,,0,50,23,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,4177fba982f7ff76ca733ee0931b9698,5,"This non-profit music venue usually features various types of jazz or blues artists, and is a true Oakland treasure. Its an intimate setting with its 15 or so small tables and maybe 20 stools along the walls occupied by a crowd that appreciates top quality music. These musicians may not be household names, folks, but you wont find better jazz or blues this side of New Orleans.",7 years ago,2017-03-29 13:03:57.231243,Thank you so much! We hope to see you again soon.,7 years ago,2017-03-29 13:03:57.231243,0,21,2,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,de38ca21aef59b55178d751549003c9f,4,,7 years ago,2017-03-29 13:03:57.233238,,,,0,23,10,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,72fd6bcb79f9c556e12970221f1fd2c2,5,Great relaxed venue to see local jazz bands,7 years ago,2017-03-29 13:03:57.234899,,,,0,73,102,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,ab265a7ac8a91505afe7c0ac8529f547,5,,7 years ago,2017-03-29 13:03:57.236857,,,,0,4,,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,99a710917f1acfbaa254b5ffe480e05a,5,,7 years ago,2017-03-29 13:03:57.238485,,,,0,81,288,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,791295914f29ddd284b51193ab481229,4,Intimate place to hear music. Loved it,7 years ago,2017-03-29 13:03:57.240156,Thank you! Hope to see you again soon.,7 years ago,2017-03-29 13:03:57.240156,0,7,14,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,c5a93d05d92ef35dee0fffbb9fb46366,5,Bless the owners for providing a space for live music.,7 years ago,2017-03-29 13:03:57.701039,,,,0,8,6,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,1c0bc84da18c1ba0e3010c924f65b3b0,5,"Hidden Jazz gem, great music, intimate atmosphere",7 years ago,2017-03-29 13:03:57.705159,,,,0,64,54,True,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,f0f61f36b13c09b88b7f3350ffdcc347,5,"The Sound Room is a remarkable place to comfortably get up close to Jazz and World music while enjoying savory tapas and wine. Ive seen straight ahead jazz, flamenco, faro and blues here and the talent they bring is superb. The Owners Karen and Robert are on site and orchestrating each performance, it makes for a great evening in the center of downtown Oakland. You should check it out!",8 years ago,2016-03-29 13:03:57.706408,,,,1,2,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,22f5f6b0a27dadf478f6ccf87f9208d5,4,Intimate venue that equates to a private performance.,8 years ago,2016-03-29 13:03:57.707529,,,,0,1,,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,23548ee57a39d0d29504eda3d983bcd8,5,Popped in on some Jazz some Friday Oakland Art Murmur months ago. Stumbled upon a great young jazz trio Oakland Future Trio. Loved the vibes.,8 years ago,2016-03-29 13:03:57.708634,,,,0,11,9,False,,
ChIJtcfRD62Aj4ARDKSnEYBuah4,The Sound Room,096b7269002cb6df57469a6f1d8a6842,5,Great venue and great hosts!,9 years ago,2015-03-29 13:03:57.709774,,,,0,2,,False,,
